month,artist_name,plays_t,unique_tracks_t,plays_per_track_t,days_active_t,last_play_gap_days_t,last_play_gap_days_t_was_negative,total_scrobbles_month,total_monthly_scrobbles,share_t,first_seen_month,months_since_first_seen,is_first_month,track_novelty_rate_t
2020-04-01 00:00:00+00:00,18yoman,1,1,1.0,1,18.28332175925926,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,21 Savage,1,1,1.0,1,9.397210648148148,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,30 Seconds to Mars,22,17,1.2941176470588236,3,3.3791550925925926,0,2145,2145,0.010256410256410256,2020-03-01 00:00:00+00:00,1,0,0.29411764705882354
2020-04-01 00:00:00+00:00,88rising,9,8,1.125,4,12.118043981481481,0,2145,2145,0.004195804195804196,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,ABBA,1,1,1.0,1,0.5083217592592593,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,AJR,23,13,1.7692307692307692,9,1.0791550925925926,0,2145,2145,0.010722610722610723,2020-03-01 00:00:00+00:00,1,0,0.6923076923076923
2020-04-01 00:00:00+00:00,AKMU,1,1,1.0,1,9.338877314814814,0,2145,2145,0.0004662004662004662,2020-03-01 00:00:00+00:00,1,0,0.0
2020-04-01 00:00:00+00:00,Adele,2,2,1.0,2,9.390960648148148,0,2145,2145,0.0009324009324009324,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Alberto Indio,2,1,2.0,2,0.9992939814814815,0,2145,2145,0.0009324009324009324,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Alex Cameron,2,1,2.0,2,14.047210648148148,0,2145,2145,0.0009324009324009324,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,American Authors,10,7,1.4285714285714286,3,1.086099537037037,0,2145,2145,0.004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Amor Electro,1,1,1.0,1,4.36457175925926,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Anne-Marie,3,2,1.5,2,15.221516203703704,0,2145,2145,0.0013986013986013986,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,António Zambujo,7,7,1.0,2,0.3284606481481481,0,2145,2145,0.0032634032634032634,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Apollo G,1,1,1.0,1,4.3826273148148145,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Arcade Fire,1,1,1.0,1,3.21318287037037,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Arctic Monkeys,86,57,1.5087719298245614,9,1.2277662037037036,0,2145,2145,0.04009324009324009,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Arno Faraji,1,1,1.0,1,10.279155092592593,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Aso,1,1,1.0,1,3.188877314814815,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Atlas,1,1,1.0,1,20.036099537037035,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Avery McGuire,1,1,1.0,1,10.243043981481481,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Avi Kaplan,30,11,2.727272727272727,3,15.474988425925925,0,2145,2145,0.013986013986013986,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,Avicii,1,1,1.0,1,23.24096064814815,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,B Fachada,1,1,1.0,1,0.3854050925925926,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
2020-04-01 00:00:00+00:00,BRANKO,1,1,1.0,1,24.45484953703704,0,2145,2145,0.0004662004662004662,2020-04-01 00:00:00+00:00,0,1,1.0
